nombre,ruc,direccion,telefono,_class
Proveedor 987,895756696,"Carrera 18 # 38-46, Barranquilla",316723536,com.ShopMaster.Model.Proveedor
Proveedor 988,897586384,"Carrera 45 # 66-55, Bogotá",301221378,com.ShopMaster.Model.Proveedor
Proveedor 989,896289952,"Carrera 40 # 56-8, Barranquilla",312795442,com.ShopMaster.Model.Proveedor
Proveedor 990,895776569,"Carrera 19 # 58-82, Barranquilla",307216889,com.ShopMaster.Model.Proveedor
Proveedor 991,898316025,"Carrera 95 # 82-34, Cali",307016039,com.ShopMaster.Model.Proveedor
Proveedor 992,895662298,"Carrera 24 # 14-77, Medellín",305218877,com.ShopMaster.Model.Proveedor
Proveedor 993,894471417,"Carrera 48 # 21-42, Cartagena",303710876,com.ShopMaster.Model.Proveedor
Proveedor 994,898551774,"Carrera 39 # 56-15, Medellín",317950046,com.ShopMaster.Model.Proveedor
Proveedor 995,896582188,"Carrera 13 # 62-90, Medellín",302695593,com.ShopMaster.Model.Proveedor
Proveedor 996,893451832,"Carrera 85 # 23-77, Barranquilla",313031416,com.ShopMaster.Model.Proveedor
Proveedor 997,892635056,"Carrera 22 # 67-67, Cartagena",316785632,com.ShopMaster.Model.Proveedor
Proveedor 998,897815703,"Carrera 84 # 33-95, Barranquilla",314560883,com.ShopMaster.Model.Proveedor
Proveedor 999,892689992,"Carrera 94 # 81-91, Medellín",307703000,com.ShopMaster.Model.Proveedor
Proveedor 1000,898989568,"Carrera 41 # 25-62, Cartagena",301545821,com.ShopMaster.Model.Proveedor
Proveedor 1001,894402796,"Carrera 4 # 14-34, Cali",305683980,com.ShopMaster.Model.Proveedor
Proveedor 1002,893132948,"Carrera 98 # 80-3, Bogotá",302306207,com.ShopMaster.Model.Proveedor
Proveedor 1003,897039956,"Carrera 54 # 93-81, Medellín",307873118,com.ShopMaster.Model.Proveedor
Proveedor 1004,891636890,"Carrera 32 # 72-80, Barranquilla",301778143,com.ShopMaster.Model.Proveedor
Proveedor 1005,898048668,"Carrera 8 # 23-48, Medellín",319304318,com.ShopMaster.Model.Proveedor
Proveedor 1006,892988539,"Carrera 10 # 57-31, Cartagena",306287231,com.ShopMaster.Model.Proveedor
Proveedor 1007,898229517,"Carrera 90 # 10-94, Barranquilla",314211534,com.ShopMaster.Model.Proveedor
Proveedor 1008,896222484,"Carrera 41 # 5-86, Medellín",314410022,com.ShopMaster.Model.Proveedor
Proveedor 1009,893235845,"Carrera 65 # 68-99, Barranquilla",316753860,com.ShopMaster.Model.Proveedor
Proveedor 1010,896442061,"Carrera 10 # 12-41, Cali",319643648,com.ShopMaster.Model.Proveedor
Proveedor 1011,898530207,"Carrera 84 # 39-47, Cali",315563551,com.ShopMaster.Model.Proveedor
Proveedor 1012,899853141,"Carrera 77 # 27-47, Bogotá",312801413,com.ShopMaster.Model.Proveedor
Proveedor 1013,892992273,"Carrera 57 # 34-82, Medellín",306818015,com.ShopMaster.Model.Proveedor
Proveedor 1014,899191976,"Carrera 19 # 16-76, Barranquilla",314492976,com.ShopMaster.Model.Proveedor
Proveedor 1015,896167347,"Carrera 69 # 81-78, Barranquilla",305112807,com.ShopMaster.Model.Proveedor
Proveedor 1016,896643709,"Carrera 11 # 2-42, Cali",318069551,com.ShopMaster.Model.Proveedor
Proveedor 1017,892121774,"Carrera 18 # 96-29, Bogotá",312562124,com.ShopMaster.Model.Proveedor
Proveedor 1018,892047158,"Carrera 83 # 37-87, Bogotá",309363882,com.ShopMaster.Model.Proveedor
Proveedor 1019,896041666,"Carrera 33 # 34-53, Cartagena",312323348,com.ShopMaster.Model.Proveedor
Proveedor 1020,899274152,"Carrera 83 # 18-61, Cali",311390415,com.ShopMaster.Model.Proveedor
Proveedor 1021,895434686,"Carrera 27 # 43-99, Cartagena",307999109,com.ShopMaster.Model.Proveedor
Proveedor 1022,895036543,"Carrera 6 # 24-19, Barranquilla",302351902,com.ShopMaster.Model.Proveedor
Proveedor 1023,896512003,"Carrera 19 # 73-69, Bogotá",308981634,com.ShopMaster.Model.Proveedor
Proveedor 1024,896592958,"Carrera 57 # 84-11, Bogotá",317420731,com.ShopMaster.Model.Proveedor
Proveedor 1025,898833052,"Carrera 37 # 22-37, Cali",306204067,com.ShopMaster.Model.Proveedor
Proveedor 1026,896887978,"Carrera 11 # 90-60, Cartagena",316607971,com.ShopMaster.Model.Proveedor
Proveedor 1027,893895289,"Carrera 33 # 52-28, Cali",311608280,com.ShopMaster.Model.Proveedor
Proveedor 1028,899405268,"Carrera 90 # 64-23, Cartagena",309972375,com.ShopMaster.Model.Proveedor
Proveedor 1029,891484886,"Carrera 26 # 81-55, Bogotá",317008207,com.ShopMaster.Model.Proveedor
Proveedor 1030,896552329,"Carrera 98 # 14-92, Bogotá",312754125,com.ShopMaster.Model.Proveedor
Proveedor 1031,899419536,"Carrera 5 # 5-27, Cali",309257362,com.ShopMaster.Model.Proveedor
Proveedor 1032,897507979,"Carrera 100 # 6-36, Cartagena",301286078,com.ShopMaster.Model.Proveedor
Proveedor 1033,899216409,"Carrera 34 # 89-27, Bogotá",302004535,com.ShopMaster.Model.Proveedor
Proveedor 1034,892265644,"Carrera 69 # 97-91, Bogotá",308035842,com.ShopMaster.Model.Proveedor
Proveedor 1035,896970776,"Carrera 90 # 42-55, Cartagena",313828567,com.ShopMaster.Model.Proveedor
Proveedor 1036,897767137,"Carrera 82 # 46-28, Medellín",306112846,com.ShopMaster.Model.Proveedor
Proveedor 1037,896652956,"Carrera 27 # 53-73, Medellín",304149956,com.ShopMaster.Model.Proveedor
Proveedor 1038,893770658,"Carrera 83 # 86-43, Cartagena",313550838,com.ShopMaster.Model.Proveedor
Proveedor 1039,896049314,"Carrera 2 # 32-99, Bogotá",314704085,com.ShopMaster.Model.Proveedor
Proveedor 1040,895273283,"Carrera 9 # 43-11, Barranquilla",308407190,com.ShopMaster.Model.Proveedor
Proveedor 1041,894032980,"Carrera 32 # 61-89, Cali",303331603,com.ShopMaster.Model.Proveedor
Proveedor 1042,892956560,"Carrera 21 # 53-84, Bogotá",307351252,com.ShopMaster.Model.Proveedor
Proveedor 1043,899911568,"Carrera 81 # 72-28, Cali",319411237,com.ShopMaster.Model.Proveedor
Proveedor 1044,892799285,"Carrera 29 # 59-33, Barranquilla",305856498,com.ShopMaster.Model.Proveedor
Proveedor 1045,896843003,"Carrera 44 # 3-60, Bogotá",312605022,com.ShopMaster.Model.Proveedor
Proveedor 1046,891001809,"Carrera 96 # 60-28, Bogotá",314904905,com.ShopMaster.Model.Proveedor
Proveedor 1047,891327501,"Carrera 11 # 87-50, Cartagena",306744541,com.ShopMaster.Model.Proveedor
Proveedor 1048,899208358,"Carrera 26 # 75-50, Barranquilla",303012895,com.ShopMaster.Model.Proveedor
Proveedor 1049,898089134,"Carrera 74 # 69-91, Medellín",305765989,com.ShopMaster.Model.Proveedor
Proveedor 1050,892714171,"Carrera 24 # 50-80, Bogotá",311417935,com.ShopMaster.Model.Proveedor
Proveedor 1051,895012787,"Carrera 98 # 86-28, Cali",318167529,com.ShopMaster.Model.Proveedor
Proveedor 1052,897909393,"Carrera 12 # 71-18, Cartagena",314834143,com.ShopMaster.Model.Proveedor
Proveedor 1053,892278702,"Carrera 23 # 92-3, Cartagena",304938253,com.ShopMaster.Model.Proveedor
Proveedor 1054,893480881,"Carrera 61 # 86-70, Medellín",303122646,com.ShopMaster.Model.Proveedor
Proveedor 1055,898224206,"Carrera 70 # 75-50, Bogotá",312365808,com.ShopMaster.Model.Proveedor
Proveedor 1056,891955999,"Carrera 100 # 83-78, Cartagena",309415708,com.ShopMaster.Model.Proveedor
Proveedor 1057,895440791,"Carrera 55 # 11-85, Barranquilla",314496410,com.ShopMaster.Model.Proveedor
Proveedor 1058,891683866,"Carrera 37 # 10-10, Cali",316825774,com.ShopMaster.Model.Proveedor
Proveedor 1059,893508161,"Carrera 5 # 55-95, Bogotá",304619631,com.ShopMaster.Model.Proveedor
Proveedor 1060,899258025,"Carrera 92 # 80-97, Medellín",301124579,com.ShopMaster.Model.Proveedor
Proveedor 1061,897979326,"Carrera 41 # 63-59, Cartagena",315567926,com.ShopMaster.Model.Proveedor
Proveedor 1062,896019121,"Carrera 19 # 55-15, Barranquilla",303140928,com.ShopMaster.Model.Proveedor
Proveedor 1063,898910840,"Carrera 92 # 18-93, Cartagena",319299526,com.ShopMaster.Model.Proveedor
Proveedor 1064,894495880,"Carrera 80 # 98-57, Bogotá",306879609,com.ShopMaster.Model.Proveedor
Proveedor 1065,891507342,"Carrera 3 # 84-47, Cali",318681841,com.ShopMaster.Model.Proveedor
Proveedor 1066,896714367,"Carrera 38 # 47-10, Barranquilla",311230293,com.ShopMaster.Model.Proveedor
Proveedor 1067,896010045,"Carrera 46 # 49-85, Medellín",303147677,com.ShopMaster.Model.Proveedor
Proveedor 1068,895169903,"Carrera 11 # 100-59, Cali",319321993,com.ShopMaster.Model.Proveedor
Proveedor 1069,891831139,"Carrera 27 # 80-37, Barranquilla",301301790,com.ShopMaster.Model.Proveedor
Proveedor 1070,896862022,"Carrera 94 # 89-100, Medellín",306519062,com.ShopMaster.Model.Proveedor
Proveedor 1071,894190473,"Carrera 13 # 22-100, Bogotá",319555321,com.ShopMaster.Model.Proveedor
Proveedor 1072,898994971,"Carrera 17 # 93-97, Cartagena",304061288,com.ShopMaster.Model.Proveedor
Proveedor 1073,894215276,"Carrera 72 # 7-3, Medellín",319310064,com.ShopMaster.Model.Proveedor
Proveedor 1074,895599158,"Carrera 94 # 63-99, Bogotá",318353171,com.ShopMaster.Model.Proveedor
Proveedor 1075,897536786,"Carrera 81 # 86-20, Medellín",308985187,com.ShopMaster.Model.Proveedor
Proveedor 1076,896842193,"Carrera 85 # 100-80, Medellín",314449250,com.ShopMaster.Model.Proveedor
Proveedor 1077,895728455,"Carrera 100 # 31-71, Cartagena",319722825,com.ShopMaster.Model.Proveedor
Proveedor 1078,895114007,"Carrera 44 # 100-13, Medellín",313746948,com.ShopMaster.Model.Proveedor
Proveedor 1079,893115702,"Carrera 74 # 10-88, Bogotá",306219115,com.ShopMaster.Model.Proveedor
Proveedor 1080,895744550,"Carrera 21 # 13-61, Cartagena",317433658,com.ShopMaster.Model.Proveedor
Proveedor 1081,895847147,"Carrera 56 # 20-98, Medellín",308685374,com.ShopMaster.Model.Proveedor
Proveedor 1082,893935318,"Carrera 51 # 97-74, Cali",306160078,com.ShopMaster.Model.Proveedor
Proveedor 1083,898228820,"Carrera 1 # 19-28, Cartagena",314776733,com.ShopMaster.Model.Proveedor
Proveedor 1084,897875807,"Carrera 26 # 41-98, Medellín",319043167,com.ShopMaster.Model.Proveedor
Proveedor 1085,897388520,"Carrera 36 # 80-28, Medellín",315859113,com.ShopMaster.Model.Proveedor
Proveedor 1086,891150069,"Carrera 67 # 24-57, Cali",315045798,com.ShopMaster.Model.Proveedor
Proveedor 1087,896470903,"Carrera 61 # 33-50, Cali",315140581,com.ShopMaster.Model.Proveedor
Proveedor 1088,893703373,"Carrera 81 # 86-12, Medellín",303450733,com.ShopMaster.Model.Proveedor
Proveedor 1089,896072606,"Carrera 68 # 31-11, Barranquilla",301237435,com.ShopMaster.Model.Proveedor
Proveedor 1090,897496984,"Carrera 48 # 100-2, Medellín",307798095,com.ShopMaster.Model.Proveedor
Proveedor 1091,899758106,"Carrera 16 # 96-95, Bogotá",305313176,com.ShopMaster.Model.Proveedor
Proveedor 1092,892691764,"Carrera 19 # 33-14, Cartagena",305170476,com.ShopMaster.Model.Proveedor
Proveedor 1093,898129795,"Carrera 44 # 89-25, Medellín",312127464,com.ShopMaster.Model.Proveedor
Proveedor 1094,893103205,"Carrera 48 # 6-17, Medellín",314175312,com.ShopMaster.Model.Proveedor
Proveedor 1095,892203913,"Carrera 79 # 97-43, Bogotá",302941980,com.ShopMaster.Model.Proveedor
Proveedor 1096,891372079,"Carrera 57 # 64-48, Cali",302370296,com.ShopMaster.Model.Proveedor
Proveedor 1097,897600002,"Carrera 95 # 22-92, Cartagena",309668295,com.ShopMaster.Model.Proveedor
Proveedor 1098,896309352,"Carrera 57 # 77-39, Cartagena",304976684,com.ShopMaster.Model.Proveedor
Proveedor 1099,894106381,"Carrera 16 # 96-37, Bogotá",316341605,com.ShopMaster.Model.Proveedor
Proveedor 1100,895827926,"Carrera 87 # 49-59, Cali",314564910,com.ShopMaster.Model.Proveedor
Proveedor 1101,896134775,"Carrera 22 # 76-83, Cartagena",304080358,com.ShopMaster.Model.Proveedor
Proveedor 1102,897163270,"Carrera 57 # 87-43, Barranquilla",309067282,com.ShopMaster.Model.Proveedor
Proveedor 1103,897506798,"Carrera 71 # 27-4, Cali",306013078,com.ShopMaster.Model.Proveedor
Proveedor 1104,897786830,"Carrera 95 # 16-48, Barranquilla",307630370,com.ShopMaster.Model.Proveedor
Proveedor 1105,895751710,"Carrera 84 # 17-84, Medellín",315324119,com.ShopMaster.Model.Proveedor
Proveedor 1106,894995034,"Carrera 87 # 96-4, Cali",303533538,com.ShopMaster.Model.Proveedor
Proveedor 1107,891346338,"Carrera 7 # 66-33, Bogotá",306142825,com.ShopMaster.Model.Proveedor
Proveedor 1108,894613060,"Carrera 19 # 33-79, Bogotá",314943093,com.ShopMaster.Model.Proveedor
Proveedor 1109,895204038,"Carrera 70 # 15-3, Cartagena",311724591,com.ShopMaster.Model.Proveedor
Proveedor 1110,895952633,"Carrera 11 # 22-95, Medellín",307172770,com.ShopMaster.Model.Proveedor
Proveedor 1111,897192466,"Carrera 20 # 98-99, Bogotá",312425069,com.ShopMaster.Model.Proveedor
Proveedor 1112,893526425,"Carrera 69 # 22-88, Bogotá",314842727,com.ShopMaster.Model.Proveedor
Proveedor 1113,899643842,"Carrera 6 # 75-20, Cartagena",302681748,com.ShopMaster.Model.Proveedor
Proveedor 1114,895037690,"Carrera 48 # 76-46, Bogotá",305800937,com.ShopMaster.Model.Proveedor
Proveedor 1115,895796850,"Carrera 96 # 45-20, Medellín",317916223,com.ShopMaster.Model.Proveedor
Proveedor 1116,899382869,"Carrera 48 # 27-55, Cali",315299604,com.ShopMaster.Model.Proveedor
Proveedor 1117,898717460,"Carrera 7 # 31-80, Bogotá",303937626,com.ShopMaster.Model.Proveedor
Proveedor 1118,891197985,"Carrera 2 # 32-42, Bogotá",312920396,com.ShopMaster.Model.Proveedor
Proveedor 1119,894096355,"Carrera 2 # 12-24, Barranquilla",303337295,com.ShopMaster.Model.Proveedor
Proveedor 1120,898851818,"Carrera 78 # 11-28, Cali",305329362,com.ShopMaster.Model.Proveedor
Proveedor 1121,899780554,"Carrera 98 # 82-46, Medellín",313991782,com.ShopMaster.Model.Proveedor
Proveedor 1122,894824065,"Carrera 11 # 60-21, Cali",311039802,com.ShopMaster.Model.Proveedor
Proveedor 1123,895696448,"Carrera 45 # 97-57, Cartagena",304115918,com.ShopMaster.Model.Proveedor
Proveedor 1124,893722457,"Carrera 13 # 46-91, Cali",305962910,com.ShopMaster.Model.Proveedor
Proveedor 1125,893857918,"Carrera 42 # 98-91, Cali",317279952,com.ShopMaster.Model.Proveedor
Proveedor 1126,895929300,"Carrera 19 # 52-80, Cali",301560693,com.ShopMaster.Model.Proveedor
Proveedor 1127,896047751,"Carrera 89 # 29-56, Cali",318120471,com.ShopMaster.Model.Proveedor
Proveedor 1128,897796113,"Carrera 26 # 76-8, Cartagena",308829930,com.ShopMaster.Model.Proveedor
Proveedor 1129,892711360,"Carrera 53 # 52-100, Cartagena",301765056,com.ShopMaster.Model.Proveedor
Proveedor 1130,895693438,"Carrera 37 # 22-36, Barranquilla",305939409,com.ShopMaster.Model.Proveedor
Proveedor 1131,898255716,"Carrera 81 # 56-26, Medellín",311788135,com.ShopMaster.Model.Proveedor
Proveedor 1132,897166809,"Carrera 96 # 38-32, Cartagena",309174215,com.ShopMaster.Model.Proveedor
Proveedor 1133,895173864,"Carrera 21 # 10-3, Cali",301597010,com.ShopMaster.Model.Proveedor
Proveedor 1134,898585424,"Carrera 45 # 88-70, Cali",315384779,com.ShopMaster.Model.Proveedor
Proveedor 1135,897713042,"Carrera 46 # 55-32, Cali",303075475,com.ShopMaster.Model.Proveedor
Proveedor 1136,898162172,"Carrera 57 # 1-85, Barranquilla",304545906,com.ShopMaster.Model.Proveedor
Proveedor 1137,896085590,"Carrera 32 # 47-36, Cali",314682215,com.ShopMaster.Model.Proveedor
Proveedor 1138,898734745,"Carrera 52 # 15-34, Cali",308094529,com.ShopMaster.Model.Proveedor
Proveedor 1139,898908309,"Carrera 74 # 93-98, Cali",312787617,com.ShopMaster.Model.Proveedor
Proveedor 1140,895575849,"Carrera 68 # 93-64, Cartagena",315209813,com.ShopMaster.Model.Proveedor
Proveedor 1141,896517354,"Carrera 50 # 26-44, Barranquilla",318732962,com.ShopMaster.Model.Proveedor
Proveedor 1142,891447093,"Carrera 56 # 32-74, Cartagena",305619195,com.ShopMaster.Model.Proveedor
Proveedor 1143,897166681,"Carrera 1 # 11-35, Medellín",315217913,com.ShopMaster.Model.Proveedor
Proveedor 1144,893019913,"Carrera 65 # 69-23, Bogotá",308052869,com.ShopMaster.Model.Proveedor
Proveedor 1145,891233791,"Carrera 50 # 11-67, Bogotá",319902074,com.ShopMaster.Model.Proveedor
Proveedor 1146,892705716,"Carrera 18 # 5-46, Bogotá",301835187,com.ShopMaster.Model.Proveedor
Proveedor 1147,896921379,"Carrera 57 # 32-38, Cartagena",317197543,com.ShopMaster.Model.Proveedor
Proveedor 1148,898846816,"Carrera 93 # 21-85, Cartagena",304342737,com.ShopMaster.Model.Proveedor
Proveedor 1149,899898426,"Carrera 93 # 77-96, Cartagena",307019614,com.ShopMaster.Model.Proveedor
Proveedor 1150,891195311,"Carrera 44 # 22-61, Cartagena",315201728,com.ShopMaster.Model.Proveedor
Proveedor 1151,898344352,"Carrera 44 # 14-46, Barranquilla",313036385,com.ShopMaster.Model.Proveedor
Proveedor 1152,896197143,"Carrera 21 # 6-15, Barranquilla",305346471,com.ShopMaster.Model.Proveedor
Proveedor 1153,897096624,"Carrera 95 # 86-12, Cali",318104305,com.ShopMaster.Model.Proveedor
Proveedor 1154,895146618,"Carrera 6 # 64-7, Bogotá",306453243,com.ShopMaster.Model.Proveedor
Proveedor 1155,892082169,"Carrera 94 # 74-42, Medellín",319278815,com.ShopMaster.Model.Proveedor
Proveedor 1156,899586742,"Carrera 27 # 29-14, Cali",308603770,com.ShopMaster.Model.Proveedor
Proveedor 1157,897781048,"Carrera 73 # 23-89, Medellín",303079846,com.ShopMaster.Model.Proveedor
Proveedor 1158,895991405,"Carrera 34 # 49-46, Bogotá",302080013,com.ShopMaster.Model.Proveedor
Proveedor 1159,893011877,"Carrera 29 # 65-51, Barranquilla",303600341,com.ShopMaster.Model.Proveedor
Proveedor 1160,896566497,"Carrera 99 # 58-100, Cartagena",302607205,com.ShopMaster.Model.Proveedor
Proveedor 1161,898447123,"Carrera 38 # 51-75, Bogotá",317958943,com.ShopMaster.Model.Proveedor
Proveedor 1162,895678598,"Carrera 89 # 98-37, Medellín",302032788,com.ShopMaster.Model.Proveedor
Proveedor 1163,894020401,"Carrera 24 # 39-93, Barranquilla",307707617,com.ShopMaster.Model.Proveedor
Proveedor 1164,892990600,"Carrera 51 # 46-63, Cali",318742932,com.ShopMaster.Model.Proveedor
Proveedor 1165,892850770,"Carrera 99 # 48-67, Cali",303324733,com.ShopMaster.Model.Proveedor
Proveedor 1166,893348461,"Carrera 22 # 80-51, Cartagena",313056047,com.ShopMaster.Model.Proveedor
Proveedor 1167,897661041,"Carrera 28 # 47-28, Medellín",317732249,com.ShopMaster.Model.Proveedor
Proveedor 1168,892879233,"Carrera 70 # 97-77, Cartagena",316001826,com.ShopMaster.Model.Proveedor
Proveedor 1169,894708240,"Carrera 50 # 7-50, Cartagena",315231111,com.ShopMaster.Model.Proveedor
Proveedor 1170,899992729,"Carrera 93 # 71-89, Medellín",312306612,com.ShopMaster.Model.Proveedor
Proveedor 1171,898560842,"Carrera 22 # 16-44, Barranquilla",306616357,com.ShopMaster.Model.Proveedor
Proveedor 1172,894835142,"Carrera 85 # 7-7, Cali",311012867,com.ShopMaster.Model.Proveedor
Proveedor 1173,899751726,"Carrera 86 # 75-85, Bogotá",312266624,com.ShopMaster.Model.Proveedor
Proveedor 1174,891056091,"Carrera 99 # 63-74, Medellín",308966247,com.ShopMaster.Model.Proveedor
Proveedor 1175,894304263,"Carrera 36 # 56-80, Cali",313011845,com.ShopMaster.Model.Proveedor
Proveedor 1176,899187840,"Carrera 45 # 69-60, Medellín",319199776,com.ShopMaster.Model.Proveedor
Proveedor 1177,891163374,"Carrera 65 # 89-3, Cartagena",302760378,com.ShopMaster.Model.Proveedor
Proveedor 1178,898484206,"Carrera 5 # 47-82, Bogotá",306108681,com.ShopMaster.Model.Proveedor
Proveedor 1179,897245296,"Carrera 63 # 33-80, Barranquilla",311869428,com.ShopMaster.Model.Proveedor
Proveedor 1180,891932776,"Carrera 51 # 21-72, Bogotá",306500111,com.ShopMaster.Model.Proveedor
Proveedor 1181,896067220,"Carrera 54 # 72-37, Barranquilla",307540288,com.ShopMaster.Model.Proveedor
Proveedor 1182,896024787,"Carrera 70 # 38-2, Bogotá",308689773,com.ShopMaster.Model.Proveedor
Proveedor 1183,893503267,"Carrera 35 # 94-46, Cali",319992330,com.ShopMaster.Model.Proveedor
Proveedor 1184,895148663,"Carrera 11 # 58-62, Medellín",308508205,com.ShopMaster.Model.Proveedor
Proveedor 1185,899542867,"Carrera 43 # 1-1, Barranquilla",308688871,com.ShopMaster.Model.Proveedor
Proveedor 1186,897870843,"Carrera 11 # 37-73, Cartagena",302962741,com.ShopMaster.Model.Proveedor
Proveedor 1187,894832784,"Carrera 4 # 31-17, Barranquilla",302210171,com.ShopMaster.Model.Proveedor
Proveedor 1188,893243204,"Carrera 9 # 64-92, Cali",315946273,com.ShopMaster.Model.Proveedor
Proveedor 1189,891821497,"Carrera 100 # 41-9, Cali",304441574,com.ShopMaster.Model.Proveedor
Proveedor 1190,893890822,"Carrera 59 # 27-20, Barranquilla",313751511,com.ShopMaster.Model.Proveedor
Proveedor 1191,895440251,"Carrera 58 # 64-74, Barranquilla",302678255,com.ShopMaster.Model.Proveedor
Proveedor 1192,891644329,"Carrera 59 # 36-97, Medellín",315756575,com.ShopMaster.Model.Proveedor
Proveedor 1193,897922112,"Carrera 12 # 1-27, Cali",319739419,com.ShopMaster.Model.Proveedor
Proveedor 1194,898886020,"Carrera 63 # 98-35, Cali",314532857,com.ShopMaster.Model.Proveedor
Proveedor 1195,898741752,"Carrera 8 # 75-2, Cali",308432601,com.ShopMaster.Model.Proveedor
Proveedor 1196,894028220,"Carrera 84 # 18-100, Cartagena",307408563,com.ShopMaster.Model.Proveedor
Proveedor 1197,891756568,"Carrera 67 # 2-68, Cali",313748399,com.ShopMaster.Model.Proveedor
Proveedor 1198,894146617,"Carrera 54 # 74-16, Cartagena",302841397,com.ShopMaster.Model.Proveedor
Proveedor 1199,899778685,"Carrera 34 # 9-11, Cartagena",304409003,com.ShopMaster.Model.Proveedor
Proveedor 1200,895458681,"Carrera 84 # 37-6, Cartagena",302770439,com.ShopMaster.Model.Proveedor
Proveedor 1201,892847319,"Carrera 93 # 86-15, Bogotá",301654057,com.ShopMaster.Model.Proveedor
Proveedor 1202,896004949,"Carrera 1 # 62-54, Bogotá",317793751,com.ShopMaster.Model.Proveedor
Proveedor 1203,895695732,"Carrera 88 # 94-55, Barranquilla",314463684,com.ShopMaster.Model.Proveedor
Proveedor 1204,898581371,"Carrera 4 # 49-81, Bogotá",318591883,com.ShopMaster.Model.Proveedor
Proveedor 1205,891926864,"Carrera 96 # 70-8, Bogotá",318140265,com.ShopMaster.Model.Proveedor
Proveedor 1206,892523560,"Carrera 63 # 7-25, Bogotá",307174779,com.ShopMaster.Model.Proveedor
Proveedor 1207,893188644,"Carrera 36 # 69-55, Cali",317494698,com.ShopMaster.Model.Proveedor
Proveedor 1208,891269706,"Carrera 17 # 100-6, Cali",317747578,com.ShopMaster.Model.Proveedor
Proveedor 1209,895965535,"Carrera 64 # 50-68, Barranquilla",316012742,com.ShopMaster.Model.Proveedor
Proveedor 1210,891904212,"Carrera 94 # 65-35, Medellín",303559284,com.ShopMaster.Model.Proveedor
Proveedor 1211,893673946,"Carrera 77 # 56-2, Barranquilla",312281448,com.ShopMaster.Model.Proveedor
Proveedor 1212,894401999,"Carrera 71 # 25-2, Cartagena",307673436,com.ShopMaster.Model.Proveedor
Proveedor 1213,894840514,"Carrera 41 # 37-83, Medellín",313945666,com.ShopMaster.Model.Proveedor
Proveedor 1214,896139870,"Carrera 9 # 69-80, Bogotá",316433311,com.ShopMaster.Model.Proveedor
Proveedor 1215,894640916,"Carrera 45 # 96-2, Medellín",315672209,com.ShopMaster.Model.Proveedor
Proveedor 1216,893232022,"Carrera 73 # 47-87, Bogotá",307271473,com.ShopMaster.Model.Proveedor
Proveedor 1217,894035013,"Carrera 74 # 69-41, Barranquilla",313378051,com.ShopMaster.Model.Proveedor
Proveedor 1218,899531358,"Carrera 81 # 97-49, Bogotá",308318362,com.ShopMaster.Model.Proveedor
Proveedor 1219,897518465,"Carrera 85 # 73-3, Medellín",306690894,com.ShopMaster.Model.Proveedor
Proveedor 1220,898318960,"Carrera 88 # 1-3, Cali",306413063,com.ShopMaster.Model.Proveedor
Proveedor 1221,895356029,"Carrera 1 # 21-75, Medellín",318355202,com.ShopMaster.Model.Proveedor
Proveedor 1222,899917889,"Carrera 40 # 66-7, Medellín",309874198,com.ShopMaster.Model.Proveedor
Proveedor 1223,892165070,"Carrera 61 # 15-76, Medellín",304986909,com.ShopMaster.Model.Proveedor
Proveedor 1224,893200946,"Carrera 92 # 32-63, Bogotá",302717567,com.ShopMaster.Model.Proveedor
Proveedor 1225,893115834,"Carrera 71 # 53-45, Medellín",301607423,com.ShopMaster.Model.Proveedor
Proveedor 1226,894745744,"Carrera 91 # 13-70, Cartagena",303083372,com.ShopMaster.Model.Proveedor
Proveedor 1227,899924135,"Carrera 5 # 73-37, Bogotá",314834448,com.ShopMaster.Model.Proveedor
Proveedor 1228,894290819,"Carrera 76 # 27-57, Medellín",309497235,com.ShopMaster.Model.Proveedor
Proveedor 1229,895546464,"Carrera 52 # 60-90, Bogotá",315559906,com.ShopMaster.Model.Proveedor
Proveedor 1230,896666183,"Carrera 22 # 99-45, Barranquilla",308258839,com.ShopMaster.Model.Proveedor
Proveedor 1231,892085687,"Carrera 71 # 48-24, Medellín",305748932,com.ShopMaster.Model.Proveedor
Proveedor 1232,895701563,"Carrera 54 # 72-88, Bogotá",305397532,com.ShopMaster.Model.Proveedor
Proveedor 1233,892629261,"Carrera 38 # 69-9, Cartagena",311579896,com.ShopMaster.Model.Proveedor
Proveedor 1234,896402649,"Carrera 29 # 83-61, Cartagena",317593201,com.ShopMaster.Model.Proveedor
Proveedor 1235,891124559,"Carrera 79 # 85-68, Bogotá",317238010,com.ShopMaster.Model.Proveedor
Proveedor 1236,895256021,"Carrera 70 # 65-89, Cali",315739796,com.ShopMaster.Model.Proveedor
Proveedor 1237,895102533,"Carrera 38 # 87-50, Bogotá",306574200,com.ShopMaster.Model.Proveedor
Proveedor 1238,899616549,"Carrera 16 # 57-75, Cartagena",311707574,com.ShopMaster.Model.Proveedor
Proveedor 1239,896895939,"Carrera 80 # 51-92, Cartagena",311097890,com.ShopMaster.Model.Proveedor
Proveedor 1240,891133132,"Carrera 6 # 6-73, Bogotá",305359010,com.ShopMaster.Model.Proveedor
Proveedor 1241,892053276,"Carrera 76 # 41-67, Cartagena",312800612,com.ShopMaster.Model.Proveedor
Proveedor 1242,891332801,"Carrera 96 # 70-98, Bogotá",312598554,com.ShopMaster.Model.Proveedor
